谜面,谜底
谜面：落叶参差花弄影 （打字一）,谜底：哔
谜面：定盟月下，结缘花前 （打15画字一）,谜底：蕴
谜面：阅尽兴亡千古事 （通假字）,谜底：故通顾
谜面：汉皇重色倾国 （复姓二）,谜底：独孤，慕容
谜面：风波亭前谁遇难 （打成语一）,谜底：飞来横祸
谜面：落花无言 （打一字）,谜底：射
谜面：囫囵吞枣 （打成语一）,谜底：不求甚解
谜面：王婆卖瓜 （海南地名）,谜底：海口市
谜面：论长论短莫多言 （打字一）,谜底：仑
谜面：休得再嫁人 （谜目）,谜底：离合字
谜面：云破月来花影碎 （打字一）,谜底：能
谜面：裁员解困，双增双节。 （水果名）,谜底：桂圆
谜面：诸位心中装着我 （称谓职务）,谜底：记者
谜面：读新书读好书 （打成语一）,谜底：不念旧恶
谜面：猫哭老鼠 （打离合字一）,谜底：非心悲
谜面：嫁接 （打成语一）,谜底：节外生枝
谜面：秦城关··遥对格 （食品名）,谜底：汉堡包
谜面：尚有疏梅傍池旁 （花卉树木）,谜底：海棠
谜面：四季春长在 （离合字）,谜底：十二月青
谜面：上苑望月 （北京地名）,谜底：圆明园
谜面：分开五句话 （打成语一）,谜底：三言两语
谜面：马上开始 （节日纪念日）,谜底：端午
谜面：破晓 （打一成语）,谜底：毁于一旦
谜面：别后寄我书连纸 （通假字）,谜底：辞通词
谜面：木水火土 （打字一）,谜底：钦
谜面：泥他沽酒拔金钗 （打离合字一）,谜底：良人欠饮
谜面：独眼龙看告示 （打成语一）,谜底：一目了然
谜面：长生不老 （打一植物）,谜底：万年青
谜面：后浪推前浪 （打成语一）,谜底：随波逐流
谜面：茶余饭后 （打字一）,谜底：板
谜面：仙人在何处 （省区名）,谜底：山西
谜面：名列前茅 （打字一）,谜底：茗
谜面：举杯望明月 （打成语一）,谜底：唯我独尊
谜面：带罪入山寨，犯事被逐出 （7字俗语）,谜底：上梁不正下梁歪
谜面：夜半月斜水纵横 （打字一）,谜底：浮
谜面：老爷奶奶少爷少奶奶 （打离合字一）,谜底：四口儿
谜面：万丈高空观五岳 （唐诗五言）,谜底：一览众山小
谜面：赔了血本还说好 （打离合字一）,谜底：大亏夸
谜面：前人栽树 （打字一）,谜底：休
谜面：回顾暮春 （花卉树木）,谜底：月季
谜面：山映斜阳 （打字一）,谜底：岁
谜面：几度呼童扫不开 （古小说）,谜底：花月痕
谜面：轻舟点点春波里 （打字一）,谜底：梁
谜面：黯然无声 （打字一）,谜底：黑
谜面：父母之命媒约之言 （打成语一）,谜底：不由自主
谜面：空山之中一亩田 （打字一）,谜底：画
谜面：小米二字有变化··卷帘格 （小吃名）,谜底：粽子
谜面：八十八 （打字一）,谜底：米
谜面：中秋月色露生花 （文具名）,谜底：圆珠笔
谜面：草木竞秀 （打字一）,谜底：静
谜面：钱塘观潮 （打字一）,谜底：涨
谜面：浪子回头是岸 （打字一）,谜底：良
谜面：飞雪迎春到 （打成语一）,谜底：花天酒地
谜面：沫若诗选 （打字一）,谜底：洁
谜面：您放心，无人猜中 （打一字）,谜底：尔
谜面：蓬门出伟人，分别二十载 （打一植物）,谜底：芦苇
谜面：兄弟翻脸 （人体部位五）,谜底：手，足，背，面，目
谜面：正月初七雨纷纷 （离合字）,谜底：是人日下
谜面：一曲日已沉 （打字一）,谜底：曹
谜面：今四十七岁矣 （打成语一）,谜底：三年之艾
谜面：眉月一直上云端 （打字一）,谜底：丢
谜面：嫦娥落入寻常家 （打花名一）,谜底：仙客来
谜面：他人疾苦记在心 （苏东坡词句）,谜底：自难忘
谜面：阎王告示··徐妃格 （打一昆虫）,谜底：螟蛉
谜面：九千九百九十九 （打成语一）,谜底：万无一失
谜面：君子国··折巾格 （打成语一）,谜底：任人唯贤
谜面：怀古西江月 （打字一）,谜底：湖
谜面：自古多情空余恨 （离合字）,谜底：心长怅
谜面：三寸金莲横量··卷帘格 （打成语一）,谜底：微不足道
谜面：一年 （《诗经》一句）,谜底：上天之载
谜面：扁舟一叶沉水底 （打字一）,谜底：心
谜面：几度夕阳红 （离合字）,谜底：西日晒
谜面：轻移莲步 （杜甫诗名一）,谜底：丽人行
谜面：极度恐惧，举旗投降 （节气二）,谜底：大寒，白露
谜面：外圆正割垂直线，积分开方斜角边 （打一传统节日）,谜底：中秋
谜面：三千宠爱在一身 （复姓二）,谜底：独孤，慕容
谜面：颠三倒四 （打字一）,谜底：泪
谜面：占座而不座 （打字一）,谜底：店
谜面：少林雅聚 （打离合字一）,谜底：寺言诗
谜面：孟德中计斩蔡阳 （打成语一）,谜底：操之过急
谜面：喜上眉梢 （打字一）,谜底：声
谜面：一见君面两断肠 （打一花卉）,谜底：芙蓉
谜面：姑娘十八一朵花 （打离合字一）,谜底：少女妙
谜面：山旁隐现横空日，雨下埋香寂寞人 （传统佳节）,谜底：中秋
谜面：借其东邻米，烹出短尾羊，殷勤邀尔至，三人续文章。 （打成语一）,谜底：欲盖弥彰
谜面：千里香风多变幻，莺飞燕舞报春来（水浒人名）,谜底：花荣
谜面：无边落森萧萧下 （唐诗五言）,谜底：山山黄叶飞
谜面：黄金散尽只留书 （打成语一）,谜底：轻财重信
谜面：骏马驰千里，银燕入云霄。 （打成语一）,谜底：远走高飞
谜面：未来都会交好运 （通假字）,谜底：羊通祥
谜面：短一些再短一些 （打字一）,谜底：此
谜面：千年树无叶 （打字一）,谜底：枯
谜面：倚马可待 （打离合字一）,谜底：文每敏
谜面：百万大裁军 （节日纪念日）,谜底：教师节
谜面：问松我醉何如 （唐诗五言）,谜底：春意知几许
谜面：月既不解饮，影徒随我身 （离合字）,谜底：全一人干
谜面：孔明设计，云长上当。 （打成语一）,谜底：蒙混过关
谜面：不畏浮云遮望眼··徐妃格 （果品名）,谜底：橄榄
谜面：咸阳一炬化为灰 （离合字二）,谜底：火尽烬，城成土
谜面：秦岭··遥对格（水浒人名）,谜底：宋江
谜面：梅竹菊··白头格 （花卉树木）,谜底：吊兰
谜面：既生瑜何生亮 （打成语一）,谜底：自叹不如
谜面：湘水横流一叶偏舟 （打字一）,谜底：想
谜面：大乔嫁孙策，小乔嫁周郎 （离合字）,谜底：一人一夫
谜面：才黄昏，大洋彼岸说清晨··鼎足格 （打成语一）,谜底：天方夜谭
谜面：床前明月光 （打字一）,谜底：旷
谜面：察言观色··摘匾格 （蔬菜）,谜底：苋菜
谜面：伸手拉着喜旺嫂 （打字一）,谜底：掇
谜面：任以宫厩令 （复姓二）,谜底：上官，司马
谜面：此物大而轻，肚内火烧心 （打一物品）,谜底：灯笼
谜面：神州无处不春芳 （打通假字一）,谜底：华通花
谜面：请客二十一，口说是初十，内中有一人，又说在初七 （打字一）,谜底：靴
谜面：泉水流，灯火暗，明月当空秋自寒 （花卉）,谜底：白丁香
谜面：心爱离人归墓下，三更枕边泪掩眼 （广东地名）,谜底：深圳
谜面：面具··梨花格（红楼梦人名）,谜底：贾蓉
谜面：人能驾云 （打字一）,谜底：会
谜面：载分离终可聚，两人相对共倾心 （花名）,谜底：荷花
谜面：旧世界打个落花流水 （离合字）,谜底：奴心怒
谜面：包拯、海瑞、况钟列传 （打京剧名一）,谜底：清官册
谜面：三十六计何为上 （离合字）,谜底：选先走之
谜面：望眼欲穿··摘匾格 （水果名）,谜底：芭蕉
谜面：埋没着聪明 （人体部位）,谜底：天灵盖
谜面：从河南谈到南海 （千字文）,谜底：悦豫且康
谜面：红樱桃 （离合字）,谜底：如女口
谜面：伞、箬笠、蓑衣 （打离合字一）,谜底：雨而需
谜面：屠龙失败，遂用缠绕 （六字俗语）,谜底：吃不了兜着走
谜面：世上清浊尽流东 （打字一）,谜底：蝶
谜面：蒋干盗书 （打成语一）,谜底：字里行间
谜面：会当凌绝顶，一览众山小 （打成语一）,谜底：登高望远
谜面：瓤在哪儿·徐妃格 （动物名）,谜底：狐狸
谜面：小犊恋留田埂上，孤星横贯月空中 （花名）,谜底：牡丹
谜面：人之初··秋千格（古代乐师）,谜底：善本
谜面：三人成虎 （离合字）,谜底：言化讹
谜面：仲尼居，曾子侍··卷帘格 （礼貌词）,谜底：尊师爱徒
谜面：百花争妍 （打离合字一）,谜底：丰色艳
谜面：锅漏干船漏满 （打成语一）,谜底：破釜沉舟
谜面：人寿保险··卷帘格（春秋战国人名）,谜底：安期生
谜面：霸王乌江自刎 （打字一）,谜底：翠
谜面：频年不解兵·折巾格（三国人名）,谜底：张角
谜面：日边红杏倚云栽··蝇头格 （花卉树木）,谜底：昙花
谜面：甫入葡园枝累累，正临华苑草萋萋 （花名）,谜底：菊花
谜面：话出有音 （打字一）,谜底：谙
谜面：水火相容 （打字一）,谜底：淡
谜面：此系身前身后事··卷帘格 （打成语一）,谜底：无中生有
谜面：辛亥革命··梨花格 （山东地名）,谜底：青岛
谜面：瓤··徐妃格 （打一动物）,谜底：狐狸
谜面：二十尚不足，十五颇有余··睡鸭格（数学家）,谜底：华罗庚
谜面：新娘会新郎 （打字一）,谜底：规
谜面：笔亷难写心上情、此处落笔此处停 （打字一）,谜底：一
谜面：吹皱一池春水··摘匾格 （蔬菜）,谜底：菠菜
谜面：生员与和尚口角，和尚不成和尚，生员不成生员 （打字一）,谜底：赏
谜面：万箭射虎全无中··玉带格 （唐诗五言）,谜底：人人迷不悟
谜面：心底无私天地宽 （打离合字一）,谜底：舍予舒
谜面：论灯谜青出于蓝 （打成语一）,谜底：谈虎色变
谜面：贝字欠两点，不作目字猜 （打字一）,谜底：资
谜面：华夏之后 （打一节日）,谜底：中秋
谜面：月底站岗 （《论语》一句）,谜底：三十而立
谜面：三十上下模样，却似花儿一般 （打字一）,谜底：卉
谜面：落叶··白头格 （水果名）,谜底：荔枝
谜面：一年之计在于春 （《诗经》一句）,谜底：载要其端
谜面：三碗水··遥对格 （宁夏地名）,谜底：六盘山
谜面：丰收之后财源来 （打字一）,谜底：责
谜面：他年葬侬知是谁··卷帘格 （唐诗五言）,谜底：感时花溅泪
谜面：新春伊始，合家团聚 （打字一）,谜底：庐
谜面：八分痴想，十分倾慕，十二分心许 （社会现象）,谜底：三角恋
谜面：山外有山，人外有人 （红楼梦诗曲一句）,谜底：天下无能第一
谜面：蝙蝠能飞不是禽··蜂腰格 （动物名）,谜底：无翼鸟
谜面：黄鼠狼与狐狸结亲 （打成语一）,谜底：臭味相投
谜面：马路消息 （打成语一）,谜底：道听途说
谜面：谜中人 （打成语一）,谜底：隐姓埋名
谜面：没有房子也嫁与 （打成语一）,谜底：无所适从
谜面：许仙揭帐丧魂胆，白氏上山取灵芝·双钩格 （打成语一）,谜底：打草惊蛇
谜面：女大不中留 （谜目）,谜底：外作家
谜面：讨厌！！人家鸡叫，吓我一跳！！ （唐诗）,谜底：恨别鸟惊心
谜面：马路噪音多，都说太讨厌 （打成语一）,谜底：怨声载道
谜面：论水上本事，黑旋风、神行太保均在浪里白跳之下 （打成语一）,谜底：张冠李戴
谜面：鹦鹉学我舌 （离合字二）,谜底：鸟口鸣，吾言语
谜面：左看一个月，右看廿一天，左右一齐看，原来是年底 （打字一）,谜底：腊
谜面：不经一事，不长一智··卷帘格 （打成语一）,谜底：能者多劳
谜面：望眼欲穿，念念不忘 （花卉树木）,谜底：芭蕉
谜面：金谷妇爱石崇，潇湘女恋宝玉 （打成语一）,谜底：绿林好汉
谜面：一口吃掉牛尾巴 （打字一）,谜底：告
谜面：广开贤路··卷帘格（红楼梦人名）,谜底：张道士
谜面：中秋团圆郎莫忘 （西厢记一句）,谜底：此一节君须记
谜面：求善而沽··解带（红楼梦人名）,谜底：贾宝玉
谜面：千秋秦皇岛·秋千格（红楼梦人名）,谜底：贾政
谜面：一年岁首 （《诗经》一句）,谜底：载要春端
谜面：千里走单骑，古城会玄德 （打成语一）,谜底：关怀备至
谜面：左手一只鸡，右手一只鸭 （通假字）,谜底：禽通擒
谜面：弯弯··徐妃格 （昆虫）,谜底：蛐蛐
谜面：猫狗像什么 （打成语一）,谜底：如狼似虎
谜面：谜面与谜底浑成 （打成语一）,谜底：表里如一
谜面：声声啼到明 （打成语一）,谜底：自鸣得意
谜面：花园四角方，里面真荒凉，只有一棵树，种在园中央 （打字一）,谜底：困
谜面：单刀赴会··蝇头格 （宋词句）,谜底：大江东去
谜面：文姬··遥对格 （湖北地名）,谜底：武汉
谜面：日影 （打成语一）,谜底：目光不足
谜面：一梦青春两鬓霜 （唐诗五言）,谜底：少壮能几时
谜面：裹脚··遥对格 （内蒙古地名）,谜底：包头
谜面：单线联络 （离合字）,谜底：专人传
谜面：十月怀胎，一朝分娩 （打成语一）,谜底：挺身而出
谜面：未失道也 （唐诗七言）,谜底：此时无声胜有声
谜面：百神翳其备降兮 （人体部位）,谜底：天灵盖
谜面：不失人格亮高节，宁丢顶上此乌纱 （打字一）,谜底：荷
谜面：可堪对足下，清容若父存 （打成语一）,谜底：掌上明珠
谜面：万山红遍··掉首格 （市名二）,谜底：成都，赤蜂
谜面：买卖··回文格 （离合字）,谜底：货化贝，贝化货
谜面：请问岳父贵姓 （打成语一）,谜底：不识泰山
谜面：一直相同 （打一字）,谜底：司
谜面：楚腰纤细掌中轻··粉底格 （传统节日一）,谜底：端午
谜面：一笑二笑连三笑·卷帘格 （地名二）,谜底：乐都，六合
谜面：万念俱灰，只剩泪一滴 （打字一）,谜底：芳
谜面：全面开垦北大荒 （打成语一）,谜底：不留余地
谜面：大地旅行（中国古代作家名）,谜底：陆游
谜面：孙猴出世··秋千格 （花卉树木）,谜底：生石
谜面：阐述发兵理由 （古文名篇一）,谜底：出师表
谜面：却把西方当东方 （打成语一）,谜底：反客为主
谜面：分明两项呈阳性 （十二笔字）,谜底：朝
谜面：岁岁除夕不归来 （打字一）,谜底：出
谜面：一支手，精又巧，劳动工作少不了 （打字一）,谜底：技
谜面：挂住斜晖 （离合字）,谜底：日莫暮
谜面：自学成才··卷帘格 （节日纪念日）,谜底：教师节
谜面：使我不得开心颜··秋千格 （花卉树木）,谜底：郁李
谜面：抗日丰碑 （古典小说二）,谜底：石头记，荡寇志
谜面：万里长城金汤固··只履格 （湖泊名）,谜底：莫愁湖
谜面：钟山风雨··徐妃格 （水果名）,谜底：柠檬
谜面：言师采药去··掉头格 （唐诗）,谜底：山在虚无缥缈中
谜面：三十六计占头着 （离合字）,谜底：先选走之
谜面：曲终青衫湿 （打成语一）,谜底：乐极生悲
谜面：眼看着物价飞涨 （通假字）,谜底：张通胀
谜面：百分之百了解 （朝代三）,谜底：元，明，清
谜面：有口难言 （打字一）,谜底：亚
谜面：虽称生，其实是姐儿、妹子 （打字一）,谜底：甥
谜面：脱我战时袍，着我旧时裳 （菊花品种）,谜底：木兰换装
谜面：少小离家老大回 （打字一）,谜底：夭
谜面：妊娠反应 （打成语一）,谜底：喜形于色
谜面：从口入初极狭 （离合字）,谜底：穴乍窄
谜面：十女同耕半边田 （打字一）,谜底：妻
谜面：五体投地 （打通假字一）,谜底：服通伏
谜面：古稀之年入仙境 （陕西名胜）,谜底：华山
谜面：瞎子买画 （打成语一）,谜底：不问青红皂白
谜面：四下随员催欲归 （离合字二）,谜底：众人从，口口回
谜面：诲人不倦··徐妃格 （动物名）,谜底：螺蛳
谜面：耕者忘其犁，锄者忘其锄 （歌曲名）,谜底：对面的女孩看过来
谜面：一字七横六直，世上少有人知。有人去问刘备，刘备去问孟德 （打字一）,谜底：曹
谜面：霸王别姬 （古诗集二）,谜底：楚辞，离骚
谜面：青山两边低，八字在中间，有力支撑起，没有一文钱 （打字一）,谜底：穷
谜面：人君之象比乎日（金庸小说人名）,谜底：王重阳
谜面：雾都··求凰格 （江苏地名）,谜底：连云港
谜面：孤雁飞飞不在行 （离合字）,谜底：离人禽
谜面：下笔忌重着墨忌浓 （打成语一）,谜底：轻描淡写
谜面：一篇篇授奖 （打离合字一）,谜底：分页颁
谜面：洗照片 （打成语一）,谜底：原形毕露
谜面：一年又一年 （通假字),谜底：载通再
谜面：书信一封去搬兵 （打离合字一）,谜底：文求救
谜面：疏雨落梧桐 （打字一）,谜底：沐
谜面：它年攀桂步蟾宫，必定在我 （打成语一）,谜底：少年壮志
谜面：为有源头活水来··解带 （唐诗五言）,谜底：清泉石上流
谜面：青莲碧水两相映（宋朝人名）,谜底：李清照
谜面：守株待兔 （打字一）,谜底：柳
谜面：无须请客送礼··卷帘格 （节日纪念日）,谜底：情人节
谜面：三人同日见，百花齐争艳 （打字一）,谜底：春
谜面：先后一致尽左袒 （节日）,谜底：元旦
谜面：却疑凝水结秋愁（现代文人）,谜底：冰心
谜面：烽燧戏诸侯 （离合字二）,谜底：烟火因，女喜嬉
谜面：象棋盘里下跳棋 （打成语一）,谜底：路数不对
谜面：宜下不宜上 （打字一）,谜底：且
谜面：入咸阳烧阿房··玉带格 （提示：鸟名）,谜底：秦吉了
谜面：一首残阳铺水中··折巾格　（提示：广东地名）,谜底：珠江
谜面：甜包子··梨花格　（提示：河北地名）,谜底：唐县
谜面：独钓寒江雪 提示：打字一,谜底：艘
谜面：武二请教小郓哥 提示：唐诗五言,谜底：松下问童子
谜面：失业··徐妃格 提示：广西地名,谜底：漓江
谜面：如何猜印谜 提示：打成语一,谜底：断章取义
谜面：大户··下楼格 提示：三字经一句,谜底：家天下
谜面：何方行者，更在伯爵之上·徐妃格 提示：哺乳动物二,谜底：猢孙，猕猴
谜面：用刀不慎·卷帘格 提示：国名,谜底：意大利
谜面：若瓦学士岂不破碎乎 提示：离合字,谜底：石更硬
谜面：五洲人民齐欢笑 提示：打成语一,谜底：普天同乐
谜面：断一半，续一半，接起来，不再断 提示：打字一,谜底：继
谜面：未下水之长者，焉知圆池之宽 提示：打成语一,谜底：羊肠小径
谜面：七··卷帘格 提示：节日纪念日,谜底：六一节
谜面：慈母手中线·上楼格 提示：昆虫,谜底：纺织娘
谜面：腹部盖章··粉底格 提示：国名,谜底：印度
谜面：携千金出迎 提示：离合字,谜底：拉女接
谜面：马儿啊你慢些走··卷帘格 提示：法律词语,谜底：缓期执行
谜面：王昭君仰首看斜月，云天吊亡魂 提示：猜一字,谜底：望
谜面：赶羊群，吊银线，彩色桥梁空中悬 提示：打三种自然现象,谜底：云、雨、虹
谜面：轻舟已过万重山··梨花格 提示：汉代人名,谜底：樊哙
谜面：哑谜 提示：打成语一,谜底：难言之隐
谜面：山乡水、水乡山，而今处处变了样 提示：打字一,谜底：绿
谜面：落落难合 提示：礼貌语二,谜底：谢谢，对不起
谜面：黄袍加身 提示：离合字,谜底：袭龙衣
谜面：上林清景 提示：词曲牌名二,谜底：汉宫春，淡黄柳
谜面：言多必失 提示：打成语一,谜底：祸从口出
谜面：刚生下孙子··徐妃格 提示：鸟名,谜底：鹦鹉
谜面：言多必失 提示：唐诗七言,谜底：此时无声胜有声
谜面：一波才动万波随 提示：离合字,谜底：水连涟
谜面：未若锦囊收艳骨，一抔净土掩风流 提示：鲁迅书目二,谜底：华盖集，坟
谜面：绝色已随江水尽，鸳鸯却入黄粱来 提示：古书,谜底：红楼梦
谜面：人面不知何处去 提示：红楼梦人名,谜底：花自芳
谜面：东风不与周郎便 提示：离合字二,谜底：关二美，娇乔女
谜面：乔国老··徐妃格 提示：动物名,谜底：蜈蚣
谜面：喝了池中一碗水，又笑又骂又软腿 提示：打一字,谜底：酒
谜面：万顷碧波涌水轮 提示：唐诗五言,谜底：海上生明月
谜面：西蜀天漏 提示：通假字,谜底：益通溢
谜面：南枝开放北枝寒 提示：姓氏五,谜底：向，阳，梅，花，张
谜面：泰山顶上冲云霄 提示：猜一历史人物名,谜底：岳飞
谜面：吕布变了，吕布变了 提示：手机操作语,谜底：回复
谜面：东南西北燕分飞 提示：字谜,谜底：口
谜面：男女声合唱 提示：打成语一,谜底：异口同声
谜面：交上去三十，省下来十八 提示：节日纪念日,谜底：父亲节
谜面：第三十七计 提示：成语,谜底：无中生有
谜面：网上落泪又相思 提示：农作物一,谜底：罗汉豆
谜面：言教不如身教 提示：唐诗七言,谜底：此时无声胜有声
谜面：从此君王不早朝 提示：动物名,谜底：变色龙
谜面：丝丝杨柳随风舞 提示：打字一,谜底：彪
谜面：爱听老公唱一曲 提示：歌曲名,谜底：好汉歌
谜面：多年旧情面 提示：中药,谜底：陈皮
谜面：一曲离亭涕泪零 提示：古书名,谜底：楚辞
谜面：齐人非福不须提 提示：神话传说人物,谜底：女娲
谜面：一字三个口，不能猜作品 提示：字谜,谜底：目
谜面：六点一分东方明，有望采得火种 提示：节日冠日期,谜底：八月十五中秋
谜面：芳草离离生塘边 提示：打字一,谜底：坊
谜面：近水楼榭先得月 提示：打15画字一,谜底：潸
谜面：田文借晓函谷关，项庄助酒鸿门宴。 （打成语一）,谜底：闻鸡起舞
谜面：先检验体育器材 提示：游目谜,谜底：木马
谜面：仙居 提示：唐诗六言,谜底：空山更有人家
谜面：泼墨淋漓 提示：离合字,谜底：泻水写
谜面：文犹质也 提示：通假字,谜底：财通材
谜面：人面桃花相映红 提示：复姓,谜底：赫连
谜面：一轮清辉照申城·调首格 提示：唐诗,谜底：海上升明月
谜面：夜夜看落花，打一礼貌用语？,谜底：多谢
谜面：千··求凰格 提示：花卉树木,谜底：百合
谜面：不问明白不罢休 提示：昆虫,谜底：知了
谜面：晶体分解数目 提示：工商用语,谜底：三无产品
谜面：有人在家吗？ 提示：打离合字一,谜底：门口问
谜面：夕夕相处 提示：花卉树木,谜底：夜合
谜面：本应退一，反而进三 提示：食物,谜底：板面
谜面：万古流芳 提示：花卉树木,谜底：素馨
谜面：行千里访木兰 提示：打成语一,谜底：走马观花
谜面：着装过时毋宁死 提示：八字谚语,谜底：衣不如新，人不如故
谜面：雾失楼台，月迷津度 提示：唐诗七言,谜底：两处茫茫皆不见
谜面：七人行车菩萨前 提示：花卉树木,谜底：莲花
谜面：粤剧奉命到京演出 提示：打成语一,谜底：南腔北调
谜面：有衣长袖，襟领相连。 提示：打字一,谜底：农
谜面：早晨发生大地震 提示：打成语一,谜底：毁于一旦
谜面：兀那贼秃，若叫俺撞见。休怪俺欺负你 提示：唐诗五言,谜底：会当凌绝顶
谜面：细想碧霄黄泉事 提示：苏东坡词句,谜底：何似在人间
谜面：张飞审瓜 提示：打成语一,谜底：事出有因
谜面：张飞钻进树洞里 提示：打成语一,谜底：英雄无用武之地
谜面：岁月催得两鬓霜 （探骊格）,谜底：时令-白露
谜面：花须连夜发，莫待晓风催 （探骊格）,谜底：时令-立春
谜面：万紫千红总是春 提示：探骊格,谜底：节目-花儿会
谜面：习写兰亭字相连 提示：唐诗五言,谜底：临行密密缝
谜面：孟德无恙 提示：河北地名二,谜底：魏，武安
谜面：草上露万珠，点点入水中 提示：歌曲,谜底：小芳
谜面：月既不解饮，影徒随我身 提示：打成语一,谜底：唯吾独尊
谜面：孕妇过独木桥 提示：打成语一,谜底：挺而走险
谜面：从早到晚说自己 提示：文学体裁,谜底：日记
谜面：问渠哪得清如许 提示：通假字,谜底：原通源
谜面：为岁之首，为月之中 提示：唐诗目,谜底：春望
谜面：朝闻道，夕死可矣 提示：昆虫,谜底：知了
谜面：人人评红楼 提示：现代画家,谜底：齐白石
谜面：牧童遥指杏花村 提示：花卉树木二,谜底：牵牛，报春
谜面：万条垂下绿丝绦 提示：菊花品种,谜底：柳线
谜面：万紫千红不识名 提示：经济作物,谜底：花生
谜面：行若曾子同子夏 提示：唐诗五言,谜底：动如参与商
谜面：枝头累累 提示：打字一,谜底：夥
谜面：国 提示：灯谜术语,谜底：玉带格
谜面：消费趋势 提示：苏东坡词句,谜底：似花还似非花
谜面：穷困愈能造就英雄 提示：二十四诗品,谜底：强得易贫
谜面：人工海浪，独具匠心 提示：食品带量,谜底：咸水花生一斤
谜面：人猿相揖别 提示：生物学术语,谜底：动物分类
谜面：日月无光 提示：传统节日一,谜底：清明
谜面：宁为玉碎，不为瓦全 提示：节日纪念日,谜底：护士节
谜面：猜谜者请就位 提示：星座,谜底：射手座
谜面：初尝改革甜头来 提示：历史事件,谜底：甘露之变
谜面：香巾索字花攀枝 提示：游目谜,谜底：棉
谜面：一片汪洋都不见 提示：姓氏五,谜底：大，海，水，全，光
谜面：中国在改革中 提示：打字一,谜底：虹
谜面：与众芳为伍 提示：打植物一,谜底：结香
谜面：中外合资 提示：打字一,谜底：钟
谜面：小康美景 提示：朱德诗句,谜底：丰衣足食万家欢
谜面：坠入黑暗 提示：打成语一,谜底：下落不明
谜面：与吾同伴入林间 提示：树木名,谜底：梧桐
谜面：是鸡不长毛，是牛不耕田，是猫不捕鼠，是虎不上山 提示：打四种动物,谜底：田鸡、蜗牛、熊猫、壁虎
谜面：十月先开岭上梅 提示：经济作物,谜底：早花生
谜面：三请樊梨花 提示：春秋战国人名,谜底：夫差
谜面：直上浮云间 提示：打字一,谜底：去
谜面：江湖神游眼迷离 提示：花卉树林,谜底：水仙花
谜面：相逢一笑泯恩仇 打一苏东坡词句,谜底：不应有恨
谜面：最远到罗马 提示：打成语一,谜底：过意不去
谜面：闺中软语着人迷 提示：灯谜用语,谜底：佳谜
谜面：黄河远上白云间 提示：称谓职务,谜底：派出所长
谜面：终年四十 提示：打字一,谜底：葬
谜面：天子欲求真国色 提示：花卉树木,谜底：龙须牡丹
谜面：终其天年 提示：打字一,谜底：踌
谜面：钟馗赴任 提示：打字一,谜底：魏
谜面：王水显然混合成 提示：福建地名,谜底：晋江
谜面：马上和盘托出 提示：节日纪念日,谜底：端午
谜面：人面不知何处去 提示：复姓,谜底：完颜
谜面：不许使暴力 提示：文学题材,谜底：应用文
谜面：染指与插足 提示：四字口语,谜底：动手动脚
谜面：临别赠言 提示：三字口语,谜底：外行话
谜面：谁知中餐，粒粒皆辛苦 （打一成语）,谜底：点点滴滴
谜面：“饥读之以当肉，寒读之以当裘”（外影目）,谜底：本能2
谜面：“鱼生火，肉生痰，青菜豆腐保平安”（泰国地名）,谜底：素可泰
谜面：长三角（影目）,谜底：斗鸡
谜面：相形之下更狡猾（四字软件一）,谜底：比特精灵
谜面：名师出高徒（四字计生用语）,谜底：优生优育
谜面：参加前线动员会（市招）,谜底：喷绘
谜面：红灯停，绿灯行（软件）,谜底：彩易通飞翔之翼等
谜面：染于苍则苍，染于黄则黄，所入者变，其色亦变（软件）,谜底：彩易通锦水归帆
谜面：执子之手共白发，一生未变当如初（称谓）,谜底：好拍档
谜面：堂前松柏半掩，雪后梅枝孑然（称谓）,谜底：好拍档
谜面：受尽半生相思苦，为她白首亦心甘（电影）,谜底：如果
谜面：纵使真的喜欢，也得隔开一点（电影）,谜底：如果·爱文山
谜面：一骑红尘妃子笑（电影）,谜底：如果·爱武骝等
谜面：曰：“唉！竖子不足与谋。”(三国演义连环画名),谜底：小霸王孙策
谜面：对遗弃女婴，要负责到底（奥运会吉祥物名）,谜底：贝贝
谜面：不管风吹雨打，胜似闲庭信步”（2005流行语）,谜底：经济自由度
"谜面：“君,舟也;民, 水也;水能载舟,亦能覆舟”（黄易小说）",谜底：浮沉之主
谜面：文史专业不拿手（日货品牌二，卷帘）,谜底：精工、理光
谜面：“家里盘着两条龙是长江与黄河” (《公务员法》用词),谜底：内部交流
"谜面：故天将降大任于斯人也,必先苦其心志,劳其筋骨,饿其体肤,空乏其身,行拂乱其所为（石油地质名词）",谜底：压力系数
"谜面：“陋室空堂,当年笏满床,衰草枯杨,曾为歌舞场。” (天文学家)",谜底：赫歇尔一家
谜面：“今日方才到嘴边”（华语片世纪百佳）,谜底：似水流年
谜面：唯有相知才结交（历史名女),谜底：吕雉
谜面：“主公大权，不可委托他人”（五字广告语）,谜底：要爽由自己
谜面：“不及黄泉，无相见也”（六字央视时政特别节目名）,谜底：直通地方两会
谜面：残梦难眠叶半凋（河南地名二）,谜底：民权、周口
谜面：一要用心，二要心恒（企业字号）,谜底：丰日
谜面：几度吾又入西林（毛笔品名）,谜底：凤栖梧
